Title,Instructor,Status,Progress,Priority,Tags,
"Top Coding Bundle!  Learn Python, Ruby, PHP, Javascript",John Elder,Not Started,,High,"{'Coding', 'JavaScript', 'Python', 'Ruby', 'Learn'}",
Replacing jQuery with Vanilla JavaScript,Mateusz Chrzonstowski,Not Started,,Low,"{'Jquery', 'JavaScript'}",
Create 3D Characters for Games,Pete Jepson,Not Started,,Low,"{'Characters', 'Create', 'Games'}",
Certified CIW JavaScript Developer Specialist For 2020,Inspiring Generations Academy,Not Started,,Low,"{'JavaScript', 'Certified', 'Specialist', '2020', 'Developer'}",
Unity Game Development - Build a First Person Shooter,"Zenva Academy, Pablo Farias",Not Started,,Low,"{'Shooter', 'First', 'Game', 'Person', 'Unity', 'Development', 'Build'}",
HTML5 Simple Game Programming Preparation,Andy Harris,Not Started,,Low,"{'Simple', 'Html5', 'Game', 'Preparation', 'Programming'}",
Unity 3D - Create a Reusable UI System,Indie - Pixel,Not Started,,Low,"{'Create', 'Reusable', 'System', 'Unity'}",
Unity 3D - Create a Top Down Camera with Editor Tools,Indie - Pixel,Not Started,,Low,"{'Camera', 'Tools', 'Unity', 'Editor', 'Create'}",
The Comprehensive Unity Bootcamp - Build Games and UI,"Zenva Academy, Pablo Farias",Not Started,,Low,"{'Bootcamp', 'Unity', 'Comprehensive', 'Games', 'Build'}",
Design Beautiful Animated Websites Incredibly Fast,Srinidhi Ranganathan,Not Started,,Low,"{'Beautiful', 'Fast', 'Websites', 'Design', 'Animated', 'Incredibly'}",
Ace your career with the Power of Artificial Intelligence,Srinidhi Ranganathan,Not Started,,Low,"{'Intelligence', 'Artificial', 'Power', 'Career'}",
Web Basics,M Darwish,Not Started,,Low,{'Basics'},
NodeJs API for Beginners (Marketplace with AWS & MongoDB),Ryan Dhungel,Not Started,,Low,"{'Mongodb', 'Nodejs', 'Marketplace', 'Beginners'}",
Your last Intro to Programming Course,"CodeWorks Instructors, Jake Overall, Mark R Ohnsman, Matthew P Overall",Not Started,,Low,"{'Programming', 'Intro', 'Course', 'Last'}",
"IntelliJ IDEA, from beginner to upper intermediate",Javier Mediavilla Vegas,Not Started,,Low,"{'Beginner', 'Intermediate', 'Intellij', 'Upper', 'Idea'}",
HTML AND CSS  COURSE - With a full complete Project,Simon Angatia,Not Started,,Low,"{'Complete', 'Full', 'Project', 'Course', 'Html'}",
2020 learning python3.8 from beginner to the master,攀 童,Not Started,,Low,"{'Beginner', 'Learning', 'Master', 'Python3', '2020'}",
Fundamentals of User Interface Design,Ahmet Efeoğlu,Not Started,,Low,"{'Design', 'Fundamentals', 'User', 'Interface'}",
The Complete Responsive Web Design Course,"Zenva Academy, Pablo Farias",Not Started,,Low,"{'Design', 'Responsive', 'Course', 'Complete'}",
Complete jQuery and AJAX Programming Curriculum (2014),"Zenva Academy, Pablo Farias",Not Started,,Low,"{'Curriculum', 'Complete', '2014', 'Ajax', 'Programming', 'Jquery'}",
Learn the Building Blocks of Python for Absolute Beginners,Derrick Sherrill,Not Started,,High,"{'Absolute', 'Python', 'Beginners', 'Learn', 'Building'}",
How to do User Testing,James Eccleston,Not Started,,Low,"{'User', 'Testing'}",
Speeding Up Your PC,Nazir Hakim,Not Started,,Low,{'Speeding'},
Learn HTML5: Beginner to Expert for Web Development 2020,Muhammad Mohtashim,Not Started,,Medium,"{'Beginner', 'Html5', 'Expert', 'Web Development', '2020', 'Development', 'Learn'}",
"HTML, CSS, & JavaScript - Certification Course for Beginners",YouAccel Training,Not Started,,Low,"{'Certification', 'JavaScript', 'Course', 'Beginners', 'Html'}",
iOS Development Crash Course - Beginners to Publishing App,"Shaping Edge, Three Millennials",Not Started,,Low,"{'Publishing', 'Course', 'Beginners', 'Crash', 'Development'}",
"Adobe XD UI/UX Design, prototype, and handoff from scratch",Caleb Kingston,Not Started,,Low,"{'Scratch', 'Adobe', 'Prototype', 'Handoff', 'Design'}",
Sketchup Architect Beginner Fast Track,Thomas Soltren,Not Started,,Low,"{'Beginner', 'Fast', 'Sketchup', 'Track', 'Architect'}",
Adobe Premiere Pro CC 2024: Beginner Video Editing,Brad Newton,Not Started,,Low,"{'Beginner', '2024', 'Video', 'Adobe', 'Editing', 'Premiere'}",
Unreal Engine 4 for Architecture - Fundamentals Course,Hardy Hutajaya,Not Started,,Low,"{'Fundamentals', 'Engine', 'Architecture', 'Course', 'Unreal'}",
JavaScript HTML CSS Project make a Quiz Tutorial,Laurence Svekis,Not Started,,Low,"{'JavaScript', 'Project', 'Quiz', 'Html', 'Tutorial', 'Make'}",
Pure JavaScript Calculator Code ES6 Learn JavaScript,Laurence Svekis,Not Started,,Low,"{'Code', 'Pure', 'JavaScript', 'Learn'}",
jQuery Fundamentals Powerful Bootcamp for beginners,Laurence Svekis,Not Started,,Low,"{'Fundamentals', 'Powerful', 'Bootcamp', 'Beginners', 'Jquery'}",
Blender 2.8 Character Creation,Darrin Lile,Not Started,,Low,"{'Blender', 'Character', 'Creation'}",
Blender 2.8 Game Character Creation,Darrin Lile,Not Started,,Low,"{'Creation', 'Blender', 'Character', 'Game'}",
"Create a Simple Photo Gallery with Dropzonejs, Slick and PHP","Terry Ogbemudia Osayawe, Frahaan Hussain",Not Started,,Low,"{'Simple', 'Gallery', 'Photo', 'Create', 'Dropzonejs', 'Slick'}",
Basics of Vue Js 2 Guide : Vue.js Development Masterclass,Mr. Vishwas,Not Started,,Low,"{'Masterclass', 'Development', 'Guide', 'Basics'}",
Learn React Redux - The Complete Guide of React development,Mr. Vishwas,Not Started,,Low,"{'Complete', 'React', 'Development', 'Learn', 'Guide'}",
Java basics,Luboš Kos,Not Started,,Low,"{'Java', 'Basics'}",
The Complete Android 15 Course [Part 1]-Master Java & Kotlin,Abbass Masri - Doc. Ali Alaeddine,Not Started,,Low,"{'Part', 'Complete', 'Java', 'Master', 'Course', 'Android', 'Kotlin'}",
Web Design Training with Elementor,Tom Wiztek,Not Started,,Low,"{'Design', 'Elementor', 'Training'}",
Sell Simple Animation on Fiverr,Rukq Man,Not Started,,Low,"{'Sell', 'Simple', 'Fiverr', 'Animation'}",
Blazor Fundamentals,Berry G.,Not Started,,Low,"{'Fundamentals', 'Blazor'}",
Java Programming: Step by Step from A to Z,Holczer Balazs,Not Started,,Low,"{'Programming', 'Java', 'Step'}",
Learn CSS - For Beginners,YouAccel Training,Not Started,,Low,"{'Learn', 'Beginners'}",
Mobile App Design: From Sketches to Interactive Prototypes,Pablo Stanley,Not Started,,Low,"{'Prototypes', 'Mobile', 'Sketches', 'Interactive', 'Design'}",
Python Programming for Beginners in Data Science,Ajay Tech,Not Started,,High,"{'Python', 'Data', 'Data Science', 'Beginners', 'Programming'}",
CSS 3 Loading Animations,Stefan Omerovic,Not Started,,Low,"{'Loading', 'Animations'}",
Learn JavaScript with Fun - Build an UFO Hunter Game,Holczer Balazs,Not Started,,Low,"{'Hunter', 'JavaScript', 'Game', 'Learn', 'Build'}",
Learn Bootstrap - For Beginners,YouAccel Training,Not Started,,Low,"{'Learn', 'Bootstrap', 'Beginners'}",
Learn PHP - For Beginners,YouAccel Training,Not Started,,Low,"{'Learn', 'Beginners'}",
Mastering CSS 3.0 Selectors,Everything Nice inc,Not Started,,Low,"{'Mastering', 'Selectors'}",
Udemy Instructor Course: Udemy for Instructors -Unofficial,"YESI EDUCATION, Mauricio Rubio - Agile Guru & Founder of YESI EDUCATION, AgileKB & Grabdl",Not Started,,Low,"{'Instructor', 'Udemy', 'Course', 'Instructors', 'Unofficial'}",
Intermediate Level C++,Khuram Zahid,Not Started,,Low,"{'Level', 'Intermediate'}",
Create a Website with the Twenty Twenty Theme,David Utke,Not Started,,Low,"{'Create', 'Theme', 'Website', 'Twenty'}",
Learn Magica Voxel - Create 3D Game Models For Unity3D,Swapnil Rane,Not Started,,Low,"{'Models', 'Magica', 'Unity3d', 'Game', 'Voxel', 'Learn', 'Create'}",
Runtime Spawn System for Unity,Octavian Andrei Modrea,Not Started,,Low,"{'Runtime', 'Spawn', 'System', 'Unity'}",
Design Modern GUI Apps in C# - for Left to Right Languages,Musavi Abdullah,Not Started,,Low,"{'Right', 'Left', 'Modern', 'Languages', 'Design', 'Apps'}",
Complete Guide to 2D and 3D Game Development with Unity,"Zenva Academy, Pablo Farias",Not Started,,Low,"{'Game', 'Complete', 'Unity', 'Development', 'Guide'}",
Building Unity 2D Platformer,Magic Coding,Not Started,,Low,"{'Platformer', 'Building', 'Unity'}",
C# From Beginner To Pro - Write Flip Book W Pages - Unity 3D,Cindy Oakes,Not Started,,Low,"{'Beginner', 'Pages', 'Unity', 'Write', 'Book', 'Flip'}",
Introduction to Game Dynamics with Unity 3D,Stone River eLearning,Not Started,,Low,"{'Unity', 'Introduction', 'Dynamics', 'Game'}",
Learn to Code with Python,Boris Paskhaver,Not Started,,High,"{'Code', 'Python', 'Learn'}",
Web Development HTML CSS & JS  a  Beginner to Advance guide,Norbert B. Menyhart,Not Started,,Medium,"{'Beginner', 'Web Development', 'Advance', 'Html', 'Development', 'Guide'}",
Unity 3D Particle System,BackDoor Knowledge University,Not Started,,Low,"{'Particle', 'System', 'Unity'}",
Draw the sword: easy way to create 2d game art in 30 minutes,Yuriy Okunev,Not Started,,Low,"{'Game', 'Easy', 'Draw', 'Minutes', 'Create', 'Sword'}",
Python Scripting in Blender 3x with Practical Projects,Thomas McDonald,Not Started,,High,"{'Projects', 'Python', 'Blender', 'Practical', 'Scripting'}",
NPM for Beginners - Fast Track,"Edwin Diaz | 900,000+ Students",Not Started,,Low,"{'Track', 'Fast', 'Beginners'}",
The Complete Python Developer,Andrei Neagoie,Not Started,,High,"{'Python', 'Developer', 'Complete'}",
Learn to Code in Python 3: Programming beginner to advanced,"Ivan Lourenço Gomes, Learn IT University, Andrii Piatakha",Not Started,,High,"{'Advanced', 'Code', 'Beginner', 'Python', 'Programming', 'Learn'}",
Pre-Vue JS: Everything You Need To Know Before You Start!,Farid Ul Haq,Not Started,,Low,"{'Need', 'Start', 'Everything', 'Know'}",
2019 build a translate online app with vue js,攀 童,Not Started,,Low,"{'Online', 'Translate', '2019', 'Build'}",
"HTML, JavaScript, & Bootstrap - Certification Course",YouAccel Training,Not Started,,Low,"{'Certification', 'Bootstrap', 'JavaScript', 'Course', 'Html'}",
"Build a Web Page with HTML, CSS, and JavaScript from Scratch",Shawn Foster,Not Started,,Low,"{'Scratch', 'JavaScript', 'Page', 'Html', 'Build'}",
React JS- Complete Guide for Frontend Web Development,"EdYoda for Business, Qaifi Khan, Mavludin Abdulkadirov",Not Started,,Medium,"{'Complete', 'React', 'Web Development', 'Development', 'Guide'}",
"JavaScript, Bootstrap, & PHP - Certification for Beginners",YouAccel Training,Not Started,,Low,"{'Certification', 'Bootstrap', 'Beginners', 'JavaScript'}",
JavaScript & jQuery - Certification Course for Beginners,YouAccel Training,Not Started,,Low,"{'Certification', 'JavaScript', 'Course', 'Beginners', 'Jquery'}",
Create a Portfolio Website on Blogger - NO CODING EXPERIENCE,Azharul Rafy,Not Started,,Low,"{'Blogger', 'Portfolio', 'Coding', 'Website', 'Create', 'Experience'}",
"Intro to Vuejs (vue, vuex, firebase)",Bryan Ellis,Not Started,,Low,"{'Intro', 'Vuex', 'Firebase', 'Vuejs'}",
Intro to Node JS & Express,Dan Kwon,Not Started,,Low,"{'Express', 'Intro', 'Node'}",
Create a REST API With Node JS and Mongo DB,Dan Kwon,Not Started,,Low,"{'Create', 'Mongo', 'Rest', 'Node'}",
Mongo DB with Node & Express,Dan Kwon,Not Started,,Low,"{'Express', 'Mongo', 'Node'}",
Node.js - The Complete RESTful API Masterclass,Ghulam Abbas,Not Started,,Low,"{'Node.js', 'Masterclass', 'Node', 'Complete'}",
A Complete React Native Course - Redux - Context API - 2020,Usaid Ather,Not Started,,Low,"{'React', 'Course', '2020', 'Complete'}",
Creating Illustration in Clip studio paint,Vitaliy Ivlev,Not Started,,Low,"{'Studio', 'Illustration', 'Paint', 'Clip', 'Creating'}",
Build Library Management System | Python & PyQt5,Mahmoud Ahmed,Not Started,,High,"{'System', 'Python', 'Library', 'Management', 'Build'}",
React vs Angular vs Vue.js by Example,Gary Simon,Not Started,,Low,"{'React', 'Example', 'Angular'}",
Build a Slack Chat App with React,Reed Barger,Not Started,,Low,"{'React', 'Chat', 'Build'}",
"Node.js, Express, MongoDB & More: The Complete Bootcamp",Jonas Schmedtmann,Not Started,,Low,"{'Express', 'Bootcamp', 'Complete', 'Node', 'Node.js', 'Mongodb'}",
"Complete React Developer (w/ Redux, Hooks, GraphQL)","Andrei Neagoie, Yihua Zhang",Not Started,,Low,"{'React', 'Graphql', 'Developer', 'Complete'}",
Google Cloud Certifications: All in one Bundle,"Google Cloud Experts Cloud Architect, Google Cloud Platform Gurus !",Not Started,,Low,"{'Cloud', 'Google'}",
Flutter For You,Aravind Venugopal,Not Started,,Low,{'Flutter'},
Ruby on Rails 5 Tutorial: Build web application in 30minutes,PaizaCloud PaizaCloud,Not Started,,Low,"{'Application', 'Ruby', 'Tutorial', 'Build'}",
NestJS Zero to Hero - Modern TypeScript Back-end Development,Ariel Weinberger,Not Started,,Low,"{'Back', 'Typescript', 'Modern', 'Nestjs', 'Zero', 'Hero', 'Development'}",
How To Start A T-Shirt Business Online,"Money Makers Academy, Money Makers Academy Support, Ashraf Said AlMadhoun",Not Started,,Low,"{'Shirt', 'Online', 'Start', 'Business'}",
Angular Authentication - Mastering the Basics,Vishwas Gopinath,Not Started,,Low,"{'Authentication', 'Mastering', 'Angular', 'Basics'}",
"HTML, CSS, JavaScript - Build 6 Creative Projects","Code And Create, George Lomidze, Lasha Nozadze",Not Started,,Low,"{'JavaScript', 'Projects', 'Html', 'Creative', 'Build'}",
SASS - The Complete SASS Course (CSS Preprocessor),"Code And Create, George Lomidze, Lasha Nozadze",Not Started,,Low,"{'Preprocessor', 'Course', 'Sass', 'Complete'}",
Modern React with Redux [2024 Update],Stephen Grider,Not Started,,Low,"{'React', 'Modern', '2024'}",
Advanced React and Redux,Stephen Grider,Not Started,,Low,"{'React', 'Advanced'}",
HTML 5 & CSS 3 Mastery - Build Responsive Modern Websites,Alexander Oni,Not Started,,Low,"{'Modern', 'Html', 'Mastery', 'Responsive', 'Websites', 'Build'}",
Node with React: Fullstack Web Development,Stephen Grider,Not Started,,Medium,"{'React', 'Web Development', 'Fullstack', 'Development', 'Node'}",
"Install NGINX, PHP, MySQL, SSL & WordPress on Ubuntu",YouAccel Training,Not Started,,Low,"{'Install', 'Wordpress', 'Ubuntu', 'Mysql', 'Nginx'}",
How to Create A Website: An HTML Tutorial and CSS Tutorial,Todd McLeod,Not Started,,Low,"{'Create', 'Html', 'Website', 'Tutorial'}",
"Master MongoDB, the NOSQL leader with Clarity and Confidence",Tech Tools Academy,Not Started,,Low,"{'Clarity', 'Nosql', 'Master', 'Leader', 'Confidence', 'Mongodb'}",
Laravel 8.X and 7.X from beginners to master.,Héritier N'kele N'kele,Not Started,,Low,"{'Master', 'Laravel', 'Beginners'}",
Practical MongoDB + PHP: For Absolute Beginners,Creative Online School,Not Started,,Low,"{'Mongodb', 'Practical', 'Beginners', 'Absolute'}",
Serverless Docker-based Python Application on Google Cloud,Justin Mitchel,Not Started,,High,"{'Serverless', 'Cloud', 'Based', 'Python', 'Application', 'Google'}",
The Hello World of Machine Learning in Python,Justin Mitchel,Not Started,,High,"{'Learning', 'Python', 'Machine Learning', 'World', 'Hello'}",
Serverless Django with Docker & Google Cloud Run,Justin Mitchel,Not Started,,Low,"{'Serverless', 'Cloud', 'Django', 'Google'}",
Machine Learning & Deep Learning in Python & R,Start-Tech Academy,Not Started,,High,"{'Python', 'Machine Learning', 'Deep', 'Learning'}",
Learn Python and Artificial Intelligence (AI) Coding Tools,"Srinidhi Ranganathan, Saranya S",Not Started,,High,"{'Intelligence', 'Coding', 'Python', 'Artificial', 'Tools', 'AI', 'Learn'}",
Flask Web Framework,Gopi P,Not Started,,Low,"{'Framework', 'Flask'}",
Python & Django Framework Course: The Complete Guide,Fatah Gabrial,Not Started,,High,"{'Django', 'Complete', 'Python', 'Course', 'Framework', 'Guide'}",
Python : Master Programming and Development with 15 Projects,"Dev Nirwal, Ritu Antil",Not Started,,High,"{'Projects', 'Python', 'Master', 'Development', 'Programming'}",
The Complete Career in Programming Course: Get a Coding Job!,"Davis Jones, Codestars • over 2 million students worldwide!, Nicholas Livingston, Eazl.ai Courseware",Not Started,,Low,"{'Coding', 'Complete', 'Course', 'Programming', 'Career'}",
The Complete Quality Assurance Course- Learn QA from Scratch,Victor Gorinov,Not Started,,Low,"{'Quality', 'Scratch', 'Assurance', 'Complete', 'Course', 'Learn'}",
Build an E-commerce website with Django and React,Matthew Freire,Not Started,,Low,"{'React', 'Website', 'Django', 'Build'}",
Build Python Django Real Project: Django Web Development,Rathan Kumar,Not Started,,High,"{'Real', 'Django', 'Project', 'Python', 'Web Development', 'Development', 'Build'}",
Automate the Boring Stuff with Python Programming,Al Sweigart,Not Started,,High,"{'Python', 'Automate', 'Programming'}",
How to Automate Mouse Actions with Selenium WebDriver,Dezlearn Education,Not Started,,Low,"{'Webdriver', 'Mouse', 'Actions', 'Automate', 'Selenium'}",
UNIX for Testers-Automate UNIX in Test Automation (Selenium),AutomationTalks,Not Started,,Low,"{'Test', 'Selenium', 'Automate', 'Automation'}",
Selenium with C# and Java Titbits,Karthik KK,Not Started,,Low,"{'Selenium', 'Java'}",
Complete SQL and Databases Bootcamp,"Andrei Neagoie, Mo Binni",Not Started,,Low,"{'Databases', 'SQL', 'Bootcamp', 'Complete'}",
Selenium Automation Testing for Beginners,Saurabh Dhingra,Not Started,,Low,"{'Testing', 'Selenium', 'Beginners', 'Automation'}",
Bootstrap & jQuery - Certification Course for Beginners,YouAccel Training,Not Started,,Low,"{'Certification', 'Bootstrap', 'Course', 'Beginners', 'Jquery'}",
React basic in just 1 hour [2022],Leo Trieu,Not Started,,Low,"{'React', 'Hour', '2022', 'Basic'}",
Mastering Figma: Beginner to Expert [2024],Ilkin Guluzada,Not Started,,Low,"{'Beginner', 'Mastering', '2024', 'Expert', 'Figma'}",
Master MERN Stack by Building Complete Blog Project [2020],Ilkin Guluzada,Not Started,,Low,"{'Complete', 'Project', 'Stack', 'Master', 'Mern', '2020', 'Building', 'Blog'}",
Learn NodeJS in 2024 | From Basics to Brilliance,Anas Khafaga,Not Started,,Low,"{'Brilliance', 'Nodejs', '2024', 'Basics', 'Learn'}",
Complete Modern JavaScript Firebase BootCamp the beginner,Kim Chen,Not Started,,Low,"{'Beginner', 'JavaScript', 'Bootcamp', 'Complete', 'Modern', 'Firebase'}",
The Modern Javascript Bootcamp Course,"Colt Steele, Stephen Grider",Not Started,,Low,"{'Modern', 'Course', 'JavaScript', 'Bootcamp'}",
MERN From Scratch 2023 | eCommerce Platform,Brad Traversy,Not Started,,Low,"{'Scratch', 'Platform', 'Mern', 'Ecommerce', '2023'}",
CSS - Basics to Adv for front end development,"EdYoda for Business, Qaifi Khan",Not Started,,Low,"{'Front', 'Development', 'Basics'}",
Complete Progressive Web App Bootcamp,Kim Chen,Not Started,,Low,"{'Progressive', 'Bootcamp', 'Complete'}",
Master all the MS Excel Macros and the basics of Excel VBA,Yassin Marco MBA,Not Started,,Low,"{'Macros', 'Master', 'Excel', 'Basics'}",
Search Engine Optimization Complete Specialization Course,Khushank Raj Mahawan,Not Started,,Low,"{'Engine', 'Complete', 'Search', 'Course', 'Specialization', 'Optimization'}",
Practical Web Design & Development: 7 Courses in 1,Creative Online School,Not Started,,Low,"{'Design', 'Courses', 'Practical', 'Development'}",
Vector Logo Design in Affinity Designer,Daniel Evans,Not Started,,Low,"{'Vector', 'Logo', 'Affinity', 'Design', 'Designer'}",
Materialize CSS From Scratch With 5 Projects,Brad Traversy,Not Started,,Low,"{'Projects', 'Scratch', 'Materialize'}",
Become an Icon Fonts Pro in No Time,Ajdin Imsirovic,Not Started,,Low,"{'Become', 'Time', 'Fonts', 'Icon'}",
Python: From Zero to Hero - Code Your Way to the Top,Ahmed El Mohandes,Not Started,,High,"{'Code', 'Python', 'Zero', 'Hero'}",
"Blender  3D: Create , Animate and Sell Game objects",Maria israel sathyan,Not Started,,Low,"{'Animate', 'Game', 'Blender', 'Sell', 'Objects', 'Create'}",
HDR Image-Based Lighting in Blender,"Aidy Burrows, Gleb Alexandrov",Not Started,,Low,"{'Lighting', 'Image', 'Based', 'Blender'}",
Zero to Hero in Microsoft Excel: Complete Excel guide 2025,Start-Tech Academy,Not Started,,Low,"{'Microsoft', 'Excel', '2025', 'Complete', 'Zero', 'Hero', 'Guide'}",
"Complete Web & Mobile Designer: UI/UX, Figma, +more","Andrei Neagoie, Daniel Schifano",Not Started,,Low,"{'Designer', 'Mobile', 'Figma', 'Complete'}",
Python And Flask  Demonstrations Practice Course,Horizon Tech,Not Started,,High,"{'Practice', 'Python', 'Course', 'Flask'}",
Simplified: All About Neural Networks,Jayanth Peetla,Not Started,,Low,"{'Networks', 'Simplified', 'Neural'}",
"Flask - Full Stack - a truly engaging ""zero to know"" Part 1",Ruth Benjamin-Marvin,Not Started,,Low,"{'Part', 'Stack', 'Full', 'Know', 'Zero', 'Engaging', 'Flask', 'Truly'}",
"Flask - Full Stack -Database Connection""zero to know"" Part 2",Ruth Benjamin-Marvin,Not Started,,Low,"{'Part', 'Connection', 'Stack', 'Full', 'Know', 'Zero', 'Database', 'Flask'}",
The Python Workshop for Beginners,David Charles Academy,Not Started,,High,"{'Python', 'Workshop', 'Beginners'}",
The Python Workshop for Beginners Part 2,David Charles Academy,Not Started,,High,"{'Part', 'Python', 'Workshop', 'Beginners'}",
Python Workshop for Beginners Part 3,David Charles Academy,Not Started,,High,"{'Part', 'Python', 'Workshop', 'Beginners'}",
JavaScript Web Projects: 20 Projects to Build Your Portfolio,"Andrei Neagoie, Jacinto Wong",Not Started,,Low,"{'Projects', 'Portfolio', 'JavaScript', 'Build'}",
"Ultimate PHP, Laravel, CSS & Sass! Learn PHP, Laravel & Sass",Rick Sekuloski,Not Started,,Low,"{'Learn', 'Laravel', 'Sass', 'Ultimate'}",
Python And Flask Framework Complete Course For Beginners,Horizon Tech,Not Started,,High,"{'Complete', 'Python', 'Course', 'Beginners', 'Framework', 'Flask'}",
Python Complete Course For Python Beginners,Horizon Tech,Not Started,,High,"{'Python', 'Course', 'Beginners', 'Complete'}",
Python And Django Framework For Beginners Complete Course,Horizon Tech,Not Started,,High,"{'Django', 'Complete', 'Python', 'Course', 'Beginners', 'Framework'}",
Agile Crash Course for Beginners,"Tarek Roshdy, Nezam Academy",Not Started,,Low,"{'Crash', 'Agile', 'Course', 'Beginners'}",
Python 3 Ultimate Guide,"Josh Werner, Learn Tecc",Not Started,,High,"{'Python', 'Guide', 'Ultimate'}",
Python-3 Boot Camp in GUI automation for absolute beginners,Adithya U Bhat,Not Started,,High,"{'Camp', 'Absolute', 'Boot', 'Python', 'Beginners', 'Automation'}",
"Modern PHP Web Development w/ MySQL, GitHub & Heroku","Trevoir Williams, Learn IT University, Andrii Piatakha",Not Started,,Medium,"{'Web Development', 'Modern', 'Mysql', 'Development', 'Github'}",
MySQL Database Development Mastery,"Trevoir Williams, Learn IT University, Andrii Piatakha",Not Started,,Low,"{'Database', 'Mastery', 'Mysql', 'Development'}",
Ultimate Tkinter Python GUI Masterclass,John Elder,Not Started,,High,"{'Python', 'Masterclass', 'Tkinter', 'Ultimate'}",
Make Money From Home: 45 Work From Home Opportunities,Roope Kiuttu,Not Started,,Low,"{'Money', 'Home', 'Opportunities', 'Work', 'Make'}",
Learn Machine learning & AI [Beginner to advanced content],EdYoda for Business,Not Started,,Low,"{'Advanced', 'Beginner', 'Learning', 'Machine Learning', 'AI', 'Content', 'Learn'}",
Ultimate Adobe Photoshop CC Masterclass Basics To Advanced,Stephen Koel Soren,Not Started,,Low,"{'Advanced', 'Photoshop', 'Basics', 'Adobe', 'Masterclass', 'Ultimate'}",
Start with HTML5/CSS3 & Tailwindcss (2021),Guillaume Duhan,Not Started,,Low,"{'Html5', 'Css3', 'Start', 'Tailwindcss', '2021'}",
Start with Javascript (2021),Guillaume Duhan,Not Started,,Low,"{'Start', 'JavaScript', '2021'}",
Create a modular dungeon in Unity,Pete Jepson,Not Started,,Low,"{'Create', 'Dungeon', 'Modular', 'Unity'}",
The Complete Web Development Bootcamp,"Bogdan Stashchuk | 300K Students Worldwide | MBA, PhD",Not Started,,Medium,"{'Web Development', 'Bootcamp', 'Development', 'Complete'}",
React Projects - Build a Calculator,Shawn Foster,Not Started,,Low,"{'React', 'Projects', 'Build'}",
React Native - The Practical Guide [2025],"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",Not Started,,Low,"{'React', 'Practical', 'Guide', '2025'}",
"React - The Complete Guide 2025 (incl. Next.js, Redux)","Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",Not Started,,Low,"{'Next', '2025', 'React', 'Complete', 'Guide'}",
Complete React Native Bootcamp (with Hooks),"Andrei Neagoie, Mo Binni",Not Started,,Low,"{'React', 'Bootcamp', 'Complete'}",
[NEW] React + Firebase: For Beginners,Daniel Arzuaga,Not Started,,Low,"{'React', 'Firebase', 'Beginners'}",
"Build an app with React, Redux and Firestore from scratch",Neil Cummings,Not Started,,Low,"{'React', 'Firestore', 'Scratch', 'Build'}",
Gmail Ultimate Guide,Josh Werner,Not Started,,Low,"{'Gmail', 'Guide', 'Ultimate'}",
SVG Ultimate Guide,Josh Werner,Not Started,,Low,"{'Guide', 'Ultimate'}",
JavaScript Ultimate Guide,Josh Werner,Not Started,,Low,"{'Guide', 'Ultimate', 'JavaScript'}",
Full Stack Programming for Complete Beginners in Python,Abdul Rauf,Not Started,,High,"{'Complete', 'Full', 'Python', 'Stack', 'Beginners', 'Programming'}",
Flutter 1.2 with Firebase&Stripe Build shop app from scratch,Hadi Kachmar,Not Started,,Low,"{'Scratch', 'Shop', 'Firebase', 'Flutter', 'Stripe', 'Build'}",
How to Draw Ep.1 - BASIC DRAWING SKILLS & Sketching Course,Tamas Benko,Not Started,,Low,"{'Skills', 'Basic', 'Course', 'Draw', 'Sketching', 'Drawing'}",
Software testing course for absolute beginner,After School,Not Started,,Low,"{'Beginner', 'Absolute', 'Software', 'Testing', 'Course'}",
Python Programming Beyond The Basics & Intermediate Training,SDE Arts by Ahmed EL Mohandes,Not Started,,High,"{'Basics', 'Python', 'Training', 'Programming', 'Intermediate', 'Beyond'}",
Learn Python Programming From A-Z: Beginner To Expert Course,"Juan E. Galvan, Ahmed Wael",Not Started,,High,"{'Beginner', 'Expert', 'Python', 'Course', 'Programming', 'Learn'}",
Shopify Theme Development: Create Shopify Themes [2023],Bernard Polidario,Not Started,,Low,"{'Themes', 'Theme', 'Development', 'Shopify', 'Create', '2023'}",
"Create Shopify App - Master Shopify CLI, App Bridge, Polaris",Icaro Lavrador,Not Started,,Low,"{'Master', 'Bridge', 'Shopify', 'Create', 'Polaris'}",
"Python Programming: Machine Learning, Deep Learning | Python","Oak Academy, OAK Academy Team, Ali̇ CAVDAR",Not Started,,High,"{'Deep', 'Learning', 'Python', 'Machine Learning', 'Programming'}",
Django 2.2 & Python | The Ultimate Web Development Bootcamp,Nick Walter,Not Started,,High,"{'Django', 'Bootcamp', 'Python', 'Web Development', 'Ultimate', 'Development'}",
Implement High Fidelity Designs with Material-UI and ReactJS,"Zachary Reece, Mastering MUI",Not Started,,Low,"{'Implement', 'Designs', 'Fidelity', 'Reactjs', 'High', 'Material'}",
React native Expo for multiplatform mobile app development,Kim Chen,Not Started,,Low,"{'React', 'Mobile', 'Development'}",
"Complete NodeJS course with express, socket io and MongoDB",Kim Chen,Not Started,,Low,"{'Express', 'Complete', 'Course', 'Mongodb', 'Socket', 'Nodejs'}",
